Anio,CVE_ENT,CVE_MUN,Sexo,Edad,GpoCausa,ECNT,Casos,Poblacion,Prevalencia
2021,21,015,Hombre,Adultez,Enfermedades del sistema respiratorio,Bronquitis crónica (no contagiosa),1,26555.717,0.037656674832014514
2021,21,015,Hombre,Adultez,Enfermedades del sistema nervioso,Epilepsia,1,26555.717,0.037656674832014514
2021,21,015,Hombre,Adultez,Enfermedades del sistema nervioso,Parkinson,1,26555.717,0.037656674832014514
2021,21,015,Hombre,Adultez,Enfermedades del sistema nervioso,Daño en el cerebro,1,26555.717,0.037656674832014514
2021,21,015,Hombre,Adultez,Enfermedades del sistema nervioso,Alzheimer,1,26555.717,0.037656674832014514
2021,21,015,Hombre,Adultez,Neoplasias,"Tumor o cáncer en Órganos digestivos:esófago, estómago, intestinos, ano",1,26555.717,0.037656674832014514
2021,21,015,Hombre,Adultez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,2,26555.717,0.07531334966402903
2021,21,015,Hombre,Pubertad,Enfermedades del sistema respiratorio,Asma,1,6112.44,0.16360078790139454
2021,21,015,Hombre,Infancia,Enfermedades del sistema nervioso,Epilepsia,1,6059.95,0.16501786318368963
2021,21,015,Hombre,Infancia,Trastornos mentales y del comportamiento,Autismo,1,6059.95,0.16501786318368963
2021,21,015,Hombre,Infancia,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,6059.95,0.16501786318368963
2021,21,015,Hombre,Infancia,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,6059.95,0.16501786318368963
2021,21,015,Hombre,Adolescencia,Enfermedades del sistema osteomuscular y del tejido conectivo,Osteomielitis,1,6051.179,0.16525705155970433
2021,21,015,Hombre,Adolescencia,Enfermedades del sistema respiratorio,Enfisema,1,6051.179,0.16525705155970433
2021,21,015,Hombre,Adolescencia,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Malformación congénita,3,6051.179,0.4957711546791129
2021,21,026,Mujer,Vejez,Enfermedades del oído y de la apófisis mastoides,Sordera,2,913.891,2.188444792650327
2021,21,026,Mujer,Vejez,Enfermedades del sistema respiratorio,Epoc,1,913.891,1.0942223963251636
2021,21,026,Mujer,Vejez,Enfermedades del sistema respiratorio,Enfisema,1,913.891,1.0942223963251636
2021,21,026,Mujer,Vejez,Enfermedades del sistema circulatorio,Enfermedad del corazón,2,913.891,2.188444792650327
2021,21,026,Mujer,Adultez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,1,3578.119,0.27947645117448583
2021,21,026,Mujer,Adultez,Enfermedades del sistema respiratorio,Asma,2,3578.119,0.5589529023489717
2021,21,026,Mujer,Adultez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,3578.119,0.27947645117448583
2021,21,026,Mujer,Adultez,Enfermedades del aparato genitourinario,Enfermedad renal,1,3578.119,0.27947645117448583
2021,21,026,Hombre,Vejez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,2,691.471,2.892384496240623
2021,21,026,Hombre,Vejez,Enfermedades del sistema nervioso,Parkinson,2,691.471,2.892384496240623
2021,21,026,Hombre,Vejez,Enfermedades del aparato genitourinario,Enfermedad renal,2,691.471,2.892384496240623
2021,21,026,Hombre,Adultez,Enfermedades del sistema nervioso,Parálisis corporal,1,3005.106,0.33276696396067224
2021,21,026,Hombre,Adultez,Enfermedades del aparato genitourinario,Enfermedad renal,2,3005.106,0.6655339279213445
2021,21,026,Hombre,Juventud,Enfermedades del sistema respiratorio,Asma,1,649.538,1.5395558073584608
2021,21,026,Hombre,1a infancia,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Hemofilia,1,673.907,1.4838842748331742
2021,21,034,Mujer,Vejez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,1,2439.002,0.410003763834552
2021,21,034,Mujer,Vejez,Enfermedades del sistema respiratorio,Epoc,1,2439.002,0.410003763834552
2021,21,034,Mujer,Vejez,Enfermedades del aparato digestivo,Cirrosis hepática,1,2439.002,0.410003763834552
2021,21,034,Mujer,Vejez,Enfermedades del sistema circulatorio,Enfermedad del corazón,2,2439.002,0.820007527669104
2021,21,034,Mujer,Vejez,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,2439.002,0.410003763834552
2021,21,034,Mujer,Vejez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,2439.002,0.410003763834552
2021,21,034,Mujer,Vejez,Enfermedades del aparato genitourinario,Enfermedad renal,1,2439.002,0.410003763834552
2021,21,034,Mujer,Adultez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,2,9549.318,0.20943904056813273
2021,21,034,Mujer,Adultez,Enfermedades del sistema respiratorio,Asma,4,9549.318,0.41887808113626546
2021,21,034,Mujer,Adultez,Enfermedades del sistema nervioso,Epilepsia,1,9549.318,0.10471952028406636
2021,21,034,Mujer,Adultez,Enfermedades del sistema nervioso,Daño en el cerebro,1,9549.318,0.10471952028406636
2021,21,034,Mujer,Adultez,Neoplasias,"Tumor o cáncer en órganos reproductivos de la mujer: ovarios, útero, vagina, vulva, cuello uterino",1,9549.318,0.10471952028406636
2021,21,034,Mujer,Adultez,Neoplasias,Tumor o cáncer en riñón,1,9549.318,0.10471952028406636
2021,21,034,Mujer,Adultez,Enfermedades del sistema circulatorio,Enfermedad del corazón,2,9549.318,0.20943904056813273
2021,21,034,Mujer,Adultez,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Malformación congénita,2,9549.318,0.20943904056813273
2021,21,034,Mujer,Adultez,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,2,9549.318,0.20943904056813273
2021,21,034,Mujer,Adultez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,2,9549.318,0.20943904056813273
2021,21,034,Mujer,Adultez,Enfermedades del aparato genitourinario,Enfermedad renal,3,9549.318,0.31415856085219906
2021,21,034,Mujer,Pubertad,Enfermedades del ojo y sus anexos,Leucoma corneal,1,1871.983,0.5341928852986378
2021,21,034,Mujer,Juventud,Enfermedades del sistema respiratorio,Asma,1,1809.977,0.5524932084772347
2021,21,034,Mujer,Adolescencia,Enfermedades del sistema respiratorio,Asma,1,1869.22,0.5349825060720514
2021,21,034,Mujer,Adolescencia,Enfermedades del sistema nervioso,Epilepsia,1,1869.22,0.5349825060720514
2021,21,034,Mujer,Adolescencia,Trastornos mentales y del comportamiento,Autismo,1,1869.22,0.5349825060720514
2021,21,034,Hombre,Vejez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,1,1968.587,0.5079785653364571
2021,21,034,Hombre,Vejez,Enfermedades del sistema respiratorio,Epoc,1,1968.587,0.5079785653364571
2021,21,034,Hombre,Vejez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,1968.587,0.5079785653364571
2021,21,034,Hombre,Vejez,Enfermedades del aparato genitourinario,Enfermedad renal,4,1968.587,2.0319142613458285
2021,21,034,Hombre,Adultez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades del sistema osteomuscular y del tejido conectivo,Escoliosis,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades del sistema respiratorio,Asma,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades del sistema nervioso,Parálisis corporal,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades del sistema nervioso,Parkinson,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades del sistema nervioso,Esclerosis,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades del aparato digestivo,Pancreatitis,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades del aparato digestivo,Cirrosis hepática,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades del aparato digestivo,Hepatitis crónica no viral,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Neoplasias,Tumor o cáncer en riñón,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Neoplasias,Leucemia,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades del sistema circulatorio,Enfermedad del corazón,3,8555.407,0.3506554393028876
2021,21,034,Hombre,Adultez,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Malformación congénita,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,8555.407,0.11688514643429589
2021,21,034,Hombre,Adultez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,2,8555.407,0.23377029286859177
2021,21,034,Hombre,Adultez,Enfermedades del aparato genitourinario,Enfermedad renal,3,8555.407,0.3506554393028876
2021,21,034,Hombre,Pubertad,Enfermedades del sistema respiratorio,Asma,1,1969.234,0.507811666871484
2021,21,034,Hombre,Juventud,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,1849.207,0.5407723418741114
2021,21,034,Hombre,Adolescencia,Enfermedades del sistema nervioso,Epilepsia,1,1949.497,0.5129528283449525
2021,21,041,Mujer,Vejez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,1,6296.921,0.15880777287820508
2021,21,041,Mujer,Vejez,Enfermedades del sistema respiratorio,Asma,1,6296.921,0.15880777287820508
2021,21,041,Mujer,Vejez,Enfermedades del sistema nervioso,Parkinson,1,6296.921,0.15880777287820508
2021,21,041,Mujer,Vejez,Neoplasias,"Tumor o cáncer en el sistema nervioso central: cerebro, encéfalo, médula espinal",2,6296.921,0.31761554575641016
2021,21,041,Mujer,Vejez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,2,6296.921,0.31761554575641016
2021,21,041,Mujer,Adultez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,2,24654.057,0.08112255114847833
2021,21,041,Mujer,Adultez,Enfermedades del sistema respiratorio,Asma,1,24654.057,0.040561275574239164
2021,21,041,Mujer,Adultez,Enfermedades del sistema nervioso,Esclerosis,1,24654.057,0.040561275574239164
2021,21,041,Mujer,Adultez,Enfermedades de la piel y el tejido subcutáneo,Lupus,1,24654.057,0.040561275574239164
2021,21,041,Mujer,Adultez,Enfermedades del aparato digestivo,Cirrosis hepática,1,24654.057,0.040561275574239164
2021,21,041,Mujer,Adultez,Enfermedades del sistema circulatorio,Enfermedad del corazón,2,24654.057,0.08112255114847833
2021,21,041,Mujer,Adultez,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,3,24654.057,0.12168382672271748
2021,21,041,Mujer,Adultez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,24654.057,0.040561275574239164
2021,21,041,Mujer,Adultez,Enfermedades del aparato genitourinario,Enfermedad renal,4,24654.057,0.16224510229695666
2021,21,041,Mujer,Pubertad,Enfermedades del sistema respiratorio,Asma,1,4833.014,0.20691022206846493
2021,21,041,Mujer,Pubertad,Enfermedades del sistema nervioso,Epilepsia,1,4833.014,0.20691022206846493
2021,21,041,Mujer,Pubertad,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,4833.014,0.20691022206846493
2021,21,041,Mujer,Juventud,Enfermedades del sistema respiratorio,Asma,2,4672.929,0.4279970870518255
2021,21,041,Mujer,Juventud,Enfermedades del sistema nervioso,Epilepsia,1,4672.929,0.21399854352591274
2021,21,041,Mujer,Adolescencia,Enfermedades del sistema circulatorio,Enfermedad del corazón,1,4825.881,0.20721605029216425
2021,21,041,Mujer,Adolescencia,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Malformación congénita,1,4825.881,0.20721605029216425
2021,21,041,Mujer,Adolescencia,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,4825.881,0.20721605029216425
2021,21,041,Hombre,Vejez,Enfermedades del sistema respiratorio,Enfisema,1,5069.195,0.1972699807365864
2021,21,041,Hombre,Vejez,Enfermedades del aparato genitourinario,Enfermedad renal,1,5069.195,0.1972699807365864
2021,21,041,Hombre,Adultez,Enfermedades del sistema nervioso,Epilepsia,1,22030.531,0.04539155229622019
2021,21,041,Hombre,Adultez,Enfermedades del sistema nervioso,Daño en el cerebro,1,22030.531,0.04539155229622019
2021,21,041,Hombre,Adultez,Enfermedades del aparato digestivo,Pancreatitis,2,22030.531,0.09078310459244038
2021,21,041,Hombre,Adultez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,22030.531,0.04539155229622019
2021,21,041,Hombre,Adultez,Enfermedades del aparato genitourinario,Enfermedad renal,1,22030.531,0.04539155229622019
2021,21,041,Hombre,Pubertad,Enfermedades del sistema respiratorio,Asma,1,5070.859,0.1972052466850291
2021,21,041,Hombre,Pubertad,Trastornos mentales y del comportamiento,Autismo,1,5070.859,0.1972052466850291
2021,21,041,Hombre,Juventud,Enfermedades del sistema respiratorio,Asma,1,4761.784,0.21000532573506064
2021,21,041,Hombre,Juventud,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,4761.784,0.21000532573506064
2021,21,041,Hombre,Infancia,Enfermedades del sistema nervioso,Epilepsia,1,5027.314,0.1989133760095351
2021,21,041,Hombre,Adolescencia,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,5020.037,0.19920171903115452
2021,21,041,Hombre,1a infancia,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,4940.436,0.2024112851578282
2021,21,048,Mujer,Vejez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,1,1307.47,0.7648359044566988
2021,21,048,Mujer,Vejez,Enfermedades del sistema respiratorio,Epoc,1,1307.47,0.7648359044566988
2021,21,048,Mujer,Vejez,Enfermedades del sistema nervioso,Epilepsia,1,1307.47,0.7648359044566988
2021,21,048,Mujer,Vejez,Enfermedades del aparato genitourinario,Enfermedad renal,1,1307.47,0.7648359044566988
2021,21,048,Mujer,Adultez,Neoplasias,Mama o seno,1,5119.078,0.19534767784354914
2021,21,048,Mujer,Adultez,Neoplasias,"Tumor o cáncer en órganos reproductivos de la mujer: ovarios, útero, vagina, vulva, cuello uterino",1,5119.078,0.19534767784354914
2021,21,048,Mujer,Adultez,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,5119.078,0.19534767784354914
2021,21,048,Hombre,Vejez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,1,1006.703,0.9933416310470913
2021,21,048,Hombre,Vejez,Enfermedades del sistema nervioso,Alzheimer,1,1006.703,0.9933416310470913
2021,21,048,Hombre,Vejez,Enfermedades del sistema circulatorio,Enfermedad del corazón,1,1006.703,0.9933416310470913
2021,21,048,Hombre,Vejez,Enfermedades del aparato genitourinario,Enfermedad renal,1,1006.703,0.9933416310470913
2021,21,048,Hombre,Adultez,Enfermedades del sistema respiratorio,Bronquitis crónica (no contagiosa),2,4375.095,0.45713293082778766
2021,21,048,Hombre,Adultez,Enfermedades del sistema circulatorio,Enfermedad del corazón,1,4375.095,0.22856646541389383
2021,21,048,Hombre,Adultez,Trastornos mentales y del comportamiento,Autismo,1,4375.095,0.22856646541389383
2021,21,048,Hombre,Adultez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,4375.095,0.22856646541389383
2021,21,048,Hombre,Pubertad,Trastornos mentales y del comportamiento,Autismo,1,1007.034,0.9930151315645749
2021,21,060,Mujer,Vejez,Enfermedades del sistema nervioso,Parálisis corporal,1,513.039,1.949169556310534
2021,21,060,Mujer,Vejez,Enfermedades del aparato genitourinario,Enfermedad renal,1,513.039,1.949169556310534
2021,21,060,Mujer,Adultez,Enfermedades del sistema circulatorio,Enfermedad del corazón,1,2008.679,0.49783962494754014
2021,21,060,Mujer,Adultez,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Malformación congénita,1,2008.679,0.49783962494754014
2021,21,060,Mujer,Adultez,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,3,2008.679,1.4935188748426202
2021,21,060,Mujer,Adultez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,2008.679,0.49783962494754014
2021,21,060,Mujer,Juventud,Enfermedades del sistema circulatorio,Enfermedad del corazón,1,380.725,2.626567732615405
2021,21,060,Mujer,Adolescencia,Enfermedades del sistema nervioso,Daño en el cerebro,1,393.186,2.543325550757148
2021,21,060,Hombre,Vejez,Neoplasias,Tumor o cáncer en pulmón,1,405.141,2.468276476584695
2021,21,060,Hombre,Adultez,Enfermedades del sistema respiratorio,Asma,1,1760.73,0.567946249566941
2021,21,060,Hombre,Adultez,Enfermedades del aparato genitourinario,Enfermedad renal,1,1760.73,0.567946249566941
2021,21,060,Hombre,1a infancia,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Malformación congénita,2,394.851,5.065201810303127
2021,21,074,Mujer,Vejez,Enfermedades del oído y de la apófisis mastoides,Sordera,2,4251.026,0.4704746571768792
2021,21,074,Mujer,Vejez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,10,4251.026,2.352373285884396
2021,21,074,Mujer,Vejez,Enfermedades del sistema nervioso,Parkinson,1,4251.026,0.2352373285884396
2021,21,074,Mujer,Vejez,Neoplasias,Tumor o cáncer en Tiroides,1,4251.026,0.2352373285884396
2021,21,074,Mujer,Vejez,Neoplasias,"Tumor o cáncer en vías respiratorias: tráquea, faringe o garganta o laringe",1,4251.026,0.2352373285884396
2021,21,074,Mujer,Vejez,Neoplasias,"Tumor o cáncer en órganos reproductivos de la mujer: ovarios, útero, vagina, vulva, cuello uterino",1,4251.026,0.2352373285884396
2021,21,074,Mujer,Vejez,Neoplasias,Leucemia,1,4251.026,0.2352373285884396
2021,21,074,Mujer,Vejez,Neoplasias,Tumor o cáncer en hígado,1,4251.026,0.2352373285884396
2021,21,074,Mujer,Vejez,Enfermedades del sistema circulatorio,Enfermedad del corazón,1,4251.026,0.2352373285884396
2021,21,074,Mujer,Vejez,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Malformación congénita,1,4251.026,0.2352373285884396
2021,21,074,Mujer,Vejez,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,2,4251.026,0.4704746571768792
2021,21,074,Mujer,Vejez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,4251.026,0.2352373285884396
2021,21,074,Mujer,Vejez,Enfermedades del aparato genitourinario,Enfermedad renal,2,4251.026,0.4704746571768792
2021,21,074,Mujer,Adultez,Enfermedades del oído y de la apófisis mastoides,Sordera,1,16643.855,0.060082234554434656
2021,21,074,Mujer,Adultez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,2,16643.855,0.12016446910886931
2021,21,074,Mujer,Adultez,Enfermedades del sistema respiratorio,Asma,2,16643.855,0.12016446910886931
2021,21,074,Mujer,Adultez,Enfermedades del sistema respiratorio,Bronquitis crónica (no contagiosa),1,16643.855,0.060082234554434656
2021,21,074,Mujer,Adultez,Enfermedades del sistema nervioso,Daño en el cerebro,1,16643.855,0.060082234554434656
2021,21,074,Mujer,Adultez,Enfermedades del aparato digestivo,Hígado graso,2,16643.855,0.12016446910886931
2021,21,074,Mujer,Adultez,Enfermedades del aparato digestivo,Pancreatitis,1,16643.855,0.060082234554434656
2021,21,074,Mujer,Adultez,Neoplasias,Mama o seno,1,16643.855,0.060082234554434656
2021,21,074,Mujer,Adultez,Neoplasias,Tumor o cáncer en riñón,1,16643.855,0.060082234554434656
2021,21,074,Mujer,Adultez,Neoplasias,Tumor o cáncer en hígado,1,16643.855,0.060082234554434656
2021,21,074,Mujer,Adultez,Enfermedades del sistema circulatorio,Enfermedad del corazón,2,16643.855,0.12016446910886931
2021,21,074,Mujer,Adultez,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Malformación congénita,3,16643.855,0.18024670366330395
2021,21,074,Mujer,Adultez,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,7,16643.855,0.4205756418810426
2021,21,074,Mujer,Adultez,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,6,16643.855,0.3604934073266079
2021,21,074,Mujer,Adultez,Enfermedades del aparato genitourinario,Enfermedad renal,1,16643.855,0.060082234554434656
2021,21,074,Mujer,Pubertad,Enfermedades del oído y de la apófisis mastoides,Sordera,1,3262.748,0.3064901120160061
2021,21,074,Mujer,Pubertad,Enfermedades del sistema respiratorio,Asma,1,3262.748,0.3064901120160061
2021,21,074,Mujer,Pubertad,Enfermedades del sistema nervioso,Epilepsia,1,3262.748,0.3064901120160061
2021,21,074,Mujer,Pubertad,Enfermedades del sistema nervioso,Daño en el cerebro,1,3262.748,0.3064901120160061
2021,21,074,Mujer,Pubertad,"Malformaciones congénitas, deformidades y anomalías cromosómicas",Malformación congénita,1,3262.748,0.3064901120160061
2021,21,074,Mujer,Pubertad,Trastornos mentales y del comportamiento,Autismo,1,3262.748,0.3064901120160061
2021,21,074,Mujer,Pubertad,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,3262.748,0.3064901120160061
2021,21,074,Mujer,Juventud,Enfermedades del sistema respiratorio,Asma,1,3154.676,0.31698976376654847
2021,21,074,Mujer,Juventud,"Enfermedades endocrinas, nutricionales y metabólicas","Enfermedades en otras glándulas (suprarrenales, pituitarias)",1,3154.676,0.31698976376654847
2021,21,074,Mujer,Infancia,Enfermedades del sistema nervioso,Epilepsia,1,3224.115,0.31016263377702097
2021,21,074,Mujer,Infancia,Enfermedades del sistema nervioso,Parálisis cerebral,1,3224.115,0.31016263377702097
2021,21,074,Mujer,Infancia,Enfermedades del sistema nervioso,Daño en el cerebro,1,3224.115,0.31016263377702097
2021,21,074,Mujer,Infancia,"Enfermedades endocrinas, nutricionales y metabólicas",Enfermedad de la tiroides,1,3224.115,0.31016263377702097
2021,21,074,Mujer,Adolescencia,Enfermedades del sistema respiratorio,Asma,1,3257.933,0.30694308323713226
2021,21,074,Mujer,Adolescencia,Enfermedades del sistema circulatorio,Enfermedad del corazón,1,3257.933,0.30694308323713226
2021,21,074,Mujer,Adolescencia,Enfermedades de la sangre y de los órganos hematopoyéticos y otros trastornos que afectan el mecanismo de la inmunidad,Anemia,1,3257.933,0.30694308323713226
2021,21,074,Mujer,1a infancia,Enfermedades del sistema circulatorio,Enfermedad del corazón,1,3156.263,0.3168303782035908
2021,21,074,Hombre,Vejez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,2,3424.161,0.584084685270348
2021,21,074,Hombre,Vejez,Enfermedades del sistema nervioso,Daño en el cerebro,1,3424.161,0.292042342635174
2021,21,074,Hombre,Vejez,Neoplasias,Leucemia,1,3424.161,0.292042342635174
2021,21,074,Hombre,Vejez,Enfermedades del sistema circulatorio,Trombosis,1,3424.161,0.292042342635174
2021,21,074,Hombre,Vejez,Enfermedades del sistema circulatorio,Enfermedad del corazón,1,3424.161,0.292042342635174
2021,21,074,Hombre,Vejez,Enfermedades del aparato genitourinario,Enfermedad renal,2,3424.161,0.584084685270348
2021,21,074,Hombre,Adultez,Enfermedades del oído y de la apófisis mastoides,Sordera,1,14881.277,0.06719853410429763
2021,21,074,Hombre,Adultez,Enfermedades del sistema osteomuscular y del tejido conectivo,Artritis,1,14881.277,0.06719853410429763
2021,21,074,Hombre,Adultez,Enfermedades del sistema nervioso,Daño en el cerebro,1,14881.277,0.06719853410429763
2021,21,074,Hombre,Adultez,Enfermedades del aparato digestivo,Pancreatitis,1,14881.277,0.06719853410429763
